Product Name,Price,Ratings,camera_details,battery_details,Processor,product_color,model_name,display_size,display_type,resolution,operating_system,processor_type,ram_size,internal_storage
"vivo T1X (Space Blue, 64 GB)  (4 GB RAM)","₹11,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Space Blue,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"vivo T1X (Gravity Black, 64 GB)  (4 GB RAM)","₹11,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Gravity Black,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"vivo T1X (Gravity Black, 128 GB)  (4 GB RAM)","₹12,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Gravity Black,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,128 GB
"MOTOROLA g31 (Baby Blue, 128 GB)  (6 GB RAM)","₹10,999",4.2,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh LiPo Battery,Mediatek Helio G85 Processor,Baby Blue,g31,16.26 cm (6.4 inch),FHD+ AMOLED Display,2400 x 1080 Pixels,Android 11,Mediatek Helio G85,6 GB,128 GB
"vivo T1X (Space Blue, 128 GB)  (6 GB RAM)","₹14,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Space Blue,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,6 GB,128 GB
"vivo T1X (Space Blue, 128 GB)  (4 GB RAM)","₹12,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Space Blue,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,128 GB
"MOTOROLA g52 (Charcoal Grey, 128 GB)  (6 GB RAM)","₹12,999",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,Charcoal Grey,g52,16.76 cm (6.6 inch),Full HD+ OLED Display,2460 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,6 GB,128 GB
"vivo T1X (Gravity Black, 128 GB)  (6 GB RAM)","₹14,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Gravity Black,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,6 GB,128 GB
"MOTOROLA g52 (Charcoal Grey, 64 GB)  (4 GB RAM)","₹10,999",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,Charcoal Grey,g52,16.76 cm (6.6 inch),Full HD+ OLED Display,2460 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C55 (Forest Green, 128 GB)  (6 GB RAM)","₹10,999",4.5,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Forest Green,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB
"REDMI 10 (Midnight Black, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Midnight Black,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)","₹8,249",4.3,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,MediaTek G35 Processor,Royal Blue,C31,16.59 cm (6.53 inch),HD+ In-Cell LCD,1600 x 720 Pixels,Android 10,MediaTek G35,4 GB,64 GB
"MOTOROLA g31 (Meteorite Grey, 64 GB)  (4 GB RAM)","₹9,499",4.2,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh LiPo Battery,Mediatek Helio G85 Processor,Meteorite Grey,g31,16.26 cm (6.4 inch),FHD+ AMOLED Display,2400 x 1080 Pixels,Android 11,Mediatek Helio G85,4 GB,64 GB
"REDMI 10 (Caribbean Green, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Caribbean Green,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C55 (Power Black, 128 GB)  (6 GB RAM)","₹10,999",4.5,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Power Black,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB
"Infinix HOT 20 Play (Fantasy Purple, 64 GB)  (4 GB RAM)","₹8,199",4.4,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor,Fantasy Purple,HOT 20 Play,17.32 cm (6.82 inch),HD+ IPS,720 X 1640 Pixels,Android 12,MediaTek G37,4 GB,64 GB
"Infinix HOT 20 Play (Luna Blue, 64 GB)  (4 GB RAM)","₹8,199",4.4,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor,Luna Blue,HOT 20 Play,17.32 cm (6.82 inch),HD+ IPS,720 X 1640 Pixels,Android 12,MediaTek G37,4 GB,64 GB
"Infinix HOT 20 Play (Racing Black, 64 GB)  (4 GB RAM)","₹8,199",4.4,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor,Racing Black,HOT 20 Play,17.32 cm (6.82 inch),HD+ IPS,720 X 1640 Pixels,Android 12,MediaTek G37,4 GB,64 GB
"POCO C31 (Shadow Gray, 64 GB)  (4 GB RAM)","₹8,249",4.3,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,MediaTek Helio G35 Processor,Shadow Gray,C31,16.59 cm (6.53 inch),HD+ In-Cell LCD,1600 x 720 Pixels,Android 10,MediaTek Helio G35,4 GB,64 GB
"MOTOROLA G32 (Mineral Gray, 64 GB)  (4 GB RAM)","₹10,499",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Mineral Gray,G32,16.64 cm (6.55 inch),Full HD+ IPS LCD Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"REDMI 10 (Pacific Blue, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Pacific Blue,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C55 (Power Black, 64 GB)  (4 GB RAM)","₹8,999",4.3,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Power Black,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,4 GB,64 GB
"MOTOROLA G32 (Satin Silver, 64 GB)  (4 GB RAM)","₹10,499",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Satin Silver,G32,16.64 cm (6.55 inch),Full HD+ IPS LCD Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO M4 5G (Cool Blue, 128 GB)  (6 GB RAM)","₹13,999",4.2,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,Cool Blue,M4 5G,16.71 cm (6.58 inch),Full HD+ Display,2400 x 1080 Pixels,Android 12,Mediatek Dimensity 700,6 GB,128 GB
"vivo T1X (Space Blue, 64 GB)  (4 GB RAM)","₹11,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Space Blue,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"vivo T1X (Gravity Black, 64 GB)  (4 GB RAM)","₹11,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Gravity Black,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"vivo T1X (Gravity Black, 128 GB)  (4 GB RAM)","₹12,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Gravity Black,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,128 GB
"MOTOROLA g31 (Baby Blue, 128 GB)  (6 GB RAM)","₹10,999",4.2,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh LiPo Battery,Mediatek Helio G85 Processor,Baby Blue,g31,16.26 cm (6.4 inch),FHD+ AMOLED Display,2400 x 1080 Pixels,Android 11,Mediatek Helio G85,6 GB,128 GB
"vivo T1X (Space Blue, 128 GB)  (6 GB RAM)","₹14,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Space Blue,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,6 GB,128 GB
"vivo T1X (Space Blue, 128 GB)  (4 GB RAM)","₹12,999",4.5,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Space Blue,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,128 GB
"MOTOROLA g52 (Charcoal Grey, 128 GB)  (6 GB RAM)","₹12,999",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,Charcoal Grey,g52,16.76 cm (6.6 inch),Full HD+ OLED Display,2460 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,6 GB,128 GB
"vivo T1X (Gravity Black, 128 GB)  (6 GB RAM)","₹14,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Gravity Black,T1X,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,6 GB,128 GB
"MOTOROLA g52 (Charcoal Grey, 64 GB)  (4 GB RAM)","₹10,999",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,Charcoal Grey,g52,16.76 cm (6.6 inch),Full HD+ OLED Display,2460 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C55 (Forest Green, 128 GB)  (6 GB RAM)","₹10,999",4.5,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Forest Green,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB
"REDMI 10 (Midnight Black, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Midnight Black,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)","₹8,249",4.3,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,MediaTek G35 Processor,Royal Blue,C31,16.59 cm (6.53 inch),HD+ In-Cell LCD,1600 x 720 Pixels,Android 10,MediaTek G35,4 GB,64 GB
"MOTOROLA g31 (Meteorite Grey, 64 GB)  (4 GB RAM)","₹9,499",4.2,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh LiPo Battery,Mediatek Helio G85 Processor,Meteorite Grey,g31,16.26 cm (6.4 inch),FHD+ AMOLED Display,2400 x 1080 Pixels,Android 11,Mediatek Helio G85,4 GB,64 GB
"REDMI 10 (Caribbean Green, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Caribbean Green,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C55 (Power Black, 128 GB)  (6 GB RAM)","₹10,999",4.5,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Power Black,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB
"Infinix HOT 20 Play (Fantasy Purple, 64 GB)  (4 GB RAM)","₹8,199",4.4,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor,Fantasy Purple,HOT 20 Play,17.32 cm (6.82 inch),HD+ IPS,720 X 1640 Pixels,Android 12,MediaTek G37,4 GB,64 GB
"Infinix HOT 20 Play (Luna Blue, 64 GB)  (4 GB RAM)","₹8,199",4.4,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor,Luna Blue,HOT 20 Play,17.32 cm (6.82 inch),HD+ IPS,720 X 1640 Pixels,Android 12,MediaTek G37,4 GB,64 GB
"Infinix HOT 20 Play (Racing Black, 64 GB)  (4 GB RAM)","₹8,199",4.4,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor,Racing Black,HOT 20 Play,17.32 cm (6.82 inch),HD+ IPS,720 X 1640 Pixels,Android 12,MediaTek G37,4 GB,64 GB
"POCO C31 (Shadow Gray, 64 GB)  (4 GB RAM)","₹8,249",4.3,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,MediaTek Helio G35 Processor,Shadow Gray,C31,16.59 cm (6.53 inch),HD+ In-Cell LCD,1600 x 720 Pixels,Android 10,MediaTek Helio G35,4 GB,64 GB
"MOTOROLA G32 (Mineral Gray, 64 GB)  (4 GB RAM)","₹10,499",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Mineral Gray,G32,16.64 cm (6.55 inch),Full HD+ IPS LCD Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"REDMI 10 (Pacific Blue, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Pacific Blue,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO C55 (Power Black, 64 GB)  (4 GB RAM)","₹8,999",4.3,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Power Black,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,4 GB,64 GB
"MOTOROLA G32 (Satin Silver, 64 GB)  (4 GB RAM)","₹10,499",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Satin Silver,G32,16.64 cm (6.55 inch),Full HD+ IPS LCD Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,4 GB,64 GB
"POCO M4 5G (Cool Blue, 128 GB)  (6 GB RAM)","₹13,999",4.2,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,Cool Blue,M4 5G,16.71 cm (6.58 inch),Full HD+ Display,2400 x 1080 Pixels,Android 12,Mediatek Dimensity 700,6 GB,128 GB
