Product Name,Price,Ratings,camera_details,battery_details,Processor,product_color,model_name,display_size,display_type,resolution,operating_system,processor_type,ram_size,internal_storage,Product_Url
"POCO C50 (Royal Blue, 32 GB)  (2 GB RAM)","₹5,749",4.3,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",Royal Blue,C50,16.56 cm (6.52 inch),HD+ Scratch Resistant Display,1600 x 720 Pixels,Android 12 Go,"Mediatek Helio A22 Processor, Upto 2.0 GHz",2 GB,32 GB,https://www.flipkart.com/poco-c50-royal-blue-32-gb/p/itm29f5966074235?pid=MOBGK8WZUTGDEZFA&lid=LSTMOBGK8WZUTGDEZFAWKBDLT&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGK8WZUTGDEZFA.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Aurora Gold, 128 GB)  (8 GB RAM)","₹15,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Aurora Gold,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,8 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUSEFSWASX&lid=LSTMOBGZBFUSEFSWASXKM9M4E&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFUSEFSWASX.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Marine Blue, 128 GB)  (8 GB RAM)","₹15,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Marine Blue,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,8 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUZHRYUKVR&lid=LSTMOBGZBFUZHRYUKVRIAHQ7J&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFUZHRYUKVR.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Marine Blue, 128 GB)  (6 GB RAM)","₹13,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Marine Blue,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,6 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFU4HBKKFSN&lid=LSTMOBGZBFU4HBKKFSN2DPZTT&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFU4HBKKFSN.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Glimmer Black, 128 GB)  (8 GB RAM)","₹15,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Glimmer Black,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,8 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUZEMCKRGE&lid=LSTMOBGZBFUZEMCKRGEHY68W1&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFUZEMCKRGE.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Glimmer Black, 128 GB)  (6 GB RAM)","₹13,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Glimmer Black,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,6 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUF389GDMP&lid=LSTMOBGZBFUF389GDMPW0HJRW&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFUF389GDMP.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Aurora Gold, 128 GB)  (6 GB RAM)","₹13,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Aurora Gold,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,6 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUFNDXSGHS&lid=LSTMOBGZBFUFNDXSGHSI1GIZR&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFUFNDXSGHS.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Aurora Gold, 128 GB)  (4 GB RAM)","₹12,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Aurora Gold,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,4 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUQMTHYHSH&lid=LSTMOBGZBFUQMTHYHSHXWZGSH&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFUQMTHYHSH.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"vivo T2x 5G (Marine Blue, 128 GB)  (4 GB RAM)","₹12,999",4.4,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,Marine Blue,T2x 5G,16.71 cm (6.58 inch),Full HD+ LCD Display,2408 x 1080 Pixels,Android 13,Dimensity 6020,4 GB,128 GB,https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcf0e8d553142a?pid=MOBGZBFUPTU7DNCA&lid=LSTMOBGZBFUPTU7DNCAIBDO3Z&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGZBFUPTU7DNCA.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"SAMSUNG Galaxy F04 (Opal Green, 64 GB)  (4 GB RAM)","₹7,499",4.3,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium-Ion Battery,Mediatek Helio P35 Processor,Opal Green,Galaxy F04,16.51 cm (6.5 inch),HD LCD Display,1600 x 720 Pixels,Android 12,Mediatek Helio P35,4 GB,64 GB,https://www.flipkart.com/samsung-galaxy-f04-opal-green-64-gb/p/itmd0c05f8b03876?pid=MOBGKY2V7QZ2QVFS&lid=LSTMOBGKY2V7QZ2QVFSGOGYVU&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGKY2V7QZ2QVFS.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)  (4 GB RAM)","₹7,499",4.3,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium-Ion Battery,Mediatek Helio P35 Processor,Jade Purple,Galaxy F04,16.51 cm (6.5 inch),HD LCD Display,1600 x 720 Pixels,Android 12,Mediatek Helio P35,4 GB,64 GB,https://www.flipkart.com/samsung-galaxy-f04-jade-purple-64-gb/p/itm0934dc56a1df7?pid=MOBGKY2VTP3XETBR&lid=LSTMOBGKY2VTP3XETBRJKXEIM&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGKY2VTP3XETBR.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"POCO C50 (Country Green, 32 GB)  (2 GB RAM)","₹5,749",4.3,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",Country Green,C50,16.56 cm (6.52 inch),HD+ Scratch Resistant Display,1600 x 720 Pixels,Android 12 Go,"Mediatek Helio A22 Processor, Upto 2.0 GHz",2 GB,32 GB,https://www.flipkart.com/poco-c50-country-green-32-gb/p/itmceaa9370920fd?pid=MOBGK8WZYEJ3G5AA&lid=LSTMOBGK8WZYEJ3G5AAMF47BF&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGK8WZYEJ3G5AA.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"POCO C55 (Cool Blue, 64 GB)  (4 GB RAM)","₹8,499",4.2,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Cool Blue,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,4 GB,64 GB,https://www.flipkart.com/poco-c55-cool-blue-64-gb/p/itm166c52f5d5dc0?pid=MOBGMXSW55C7ZJE7&lid=LSTMOBGMXSW55C7ZJE7OFBLA7&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGMXSW55C7ZJE7.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"realme C33 2023 (Night Sea, 64 GB)  (4 GB RAM)","₹9,999",4.5,50MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Night Sea,C33 2023,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 12,Unisoc T612,4 GB,64 GB,https://www.flipkart.com/realme-c33-2023-night-sea-64-gb/p/itmdfad610ca6eff?pid=MOBGMWBY7J7NKPQE&lid=LSTMOBGMWBY7J7NKPQE3AVTPM&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGMWBY7J7NKPQE.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"realme C33 2023 (Aqua Blue, 64 GB)  (4 GB RAM)","₹9,999",4.5,50MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Aqua Blue,C33 2023,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 12,Unisoc T612,4 GB,64 GB,https://www.flipkart.com/realme-c33-2023-aqua-blue-64-gb/p/itmdfad610ca6eff?pid=MOBGMWBYUWY2EMNU&lid=LSTMOBGMWBYUWY2EMNUCEFPBD&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGMWBYUWY2EMNU.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"MOTOROLA g52 (Metallic White, 128 GB)  (6 GB RAM)","₹12,999",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor,Metallic White,g52,16.76 cm (6.6 inch),Full HD+ OLED Display,2460 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,6 GB,128 GB,https://www.flipkart.com/motorola-g52-metallic-white-128-gb/p/itm469efad765b98?pid=MOBGAKFYDDSNZGR8&lid=LSTMOBGAKFYDDSNZGR8W6QBUV&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGAKFYDDSNZGR8.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"realme C33 2023 (Sandy Gold, 64 GB)  (4 GB RAM)","₹9,999",4.5,50MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Sandy Gold,C33 2023,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 12,Unisoc T612,4 GB,64 GB,https://www.flipkart.com/realme-c33-2023-sandy-gold-64-gb/p/itmdfad610ca6eff?pid=MOBGMWBYFKUYZFZA&lid=LSTMOBGMWBYFKUYZFZAG8DUMK&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGMWBYFKUYZFZA.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"POCO M4 5G (Power Black, 64 GB)  (4 GB RAM)","₹11,999",4.2,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,Power Black,M4 5G,16.71 cm (6.58 inch),Full HD+ Display,2400 x 1080 Pixels,Android 12,Mediatek Dimensity 700,4 GB,64 GB,https://www.flipkart.com/poco-m4-5g-power-black-64-gb/p/itmdca739218a8a0?pid=MOBGDRGPZTSHNQ5H&lid=LSTMOBGDRGPZTSHNQ5HK2U5VI&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGDRGPZTSHNQ5H.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"POCO M4 5G (Power Black, 128 GB)  (6 GB RAM)","₹13,999",4.2,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,Power Black,M4 5G,16.71 cm (6.58 inch),Full HD+ Display,2400 x 1080 Pixels,Android 12,Mediatek Dimensity 700,6 GB,128 GB,https://www.flipkart.com/poco-m4-5g-power-black-128-gb/p/itm967111aabdc3f?pid=MOBGDRGPQQGTRXU9&lid=LSTMOBGDRGPQQGTRXU9P0JJRO&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGDRGPQQGTRXU9.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)  (2 GB RAM)","₹5,549",4.2,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc T612 Processor,Denim Black,C30,16.51 cm (6.5 inch),HD+ LCD Display,1600 x 720 Pixel,Android 11,Unisoc T612,2 GB,32 GB,https://www.flipkart.com/realme-c30-locked-airtel-prepaid-denim-black-32-gb/p/itm938b2a52e171f?pid=MOBGFCFQTSHGRPYA&lid=LSTMOBGFCFQTSHGRPYATV0I3W&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGFCFQTSHGRPYA.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"Infinix HOT 30i (Glacier Blue, 128 GB)  (8 GB RAM)","₹9,499",4.3,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,G37 Processor,Glacier Blue,HOT 30i,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,G37,8 GB,128 GB,https://www.flipkart.com/infinix-hot-30i-glacier-blue-128-gb/p/itm8b42a43b35895?pid=MOBGNPK2ZTGZBRXE&lid=LSTMOBGNPK2ZTGZBRXEAFQ5YT&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGNPK2ZTGZBRXE.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"Infinix HOT 30i (Mirror Black, 64 GB)  (4 GB RAM)","₹8,399",4.3,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,G37 Processor,Mirror Black,HOT 30i,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,G37,4 GB,64 GB,https://www.flipkart.com/infinix-hot-30i-mirror-black-64-gb/p/itm8b42a43b35895?pid=MOBGNPK2QRUEBEHG&lid=LSTMOBGNPK2QRUEBEHGKBH4RF&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGNPK2QRUEBEHG.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"POCO C50 (Royal Blue, 32 GB)  (3 GB RAM)","₹6,549",4.1,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",Royal Blue,C50,16.56 cm (6.52 inch),HD+ Scratch Resistant Display,1600 x 720 Pixels,Android 12 Go,"Mediatek Helio A22 Processor, Upto 2.0 GHz",3 GB,32 GB,https://www.flipkart.com/poco-c50-royal-blue-32-gb/p/itm9c774a53205d1?pid=MOBGK8WZPS5BQRFA&lid=LSTMOBGK8WZPS5BQRFAEQXUQ9&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGK8WZPS5BQRFA.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"MOTOROLA e13 (Aurora Green, 64 GB)  (4 GB RAM)","₹7,749",4,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,Aurora Green,e13,16.51 cm (6.5 inch),HD+ IPS LCD Display,1600 x 720 Pixels,Android 13 (Go Edition),Unisoc T606,4 GB,64 GB,https://www.flipkart.com/motorola-e13-aurora-green-64-gb/p/itm3042ad3770a18?pid=MOBGKHNBA55HDSZR&lid=LSTMOBGKHNBA55HDSZRHOAFME&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=20ecce63-fc29-405f-9061-02352ebfadaf.MOBGKHNBA55HDSZR.SEARCH&ppt=None&ppn=None&ssid=qerttev9c00000001682270235088&qH=1036ba3c4ed2c021
"MOTOROLA e13 (Aurora Green, 64 GB)  (4 GB RAM)","₹7,749",4,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,Aurora Green,e13,16.51 cm (6.5 inch),HD+ IPS LCD Display,1600 x 720 Pixels,Android 13 (Go Edition),Unisoc T606,4 GB,64 GB,https://www.flipkart.com/motorola-e13-aurora-green-64-gb/p/itm3042ad3770a18?pid=MOBGKHNBA55HDSZR&lid=LSTMOBGKHNBA55HDSZRHOAFME&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGKHNBA55HDSZR.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"REDMI 10 (Midnight Black, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Midnight Black,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB,https://www.flipkart.com/redmi-10-midnight-black-64-gb/p/itmd93641e4ebb47?pid=MOBGC9GYEBH3GZ4E&lid=LSTMOBGC9GYEBH3GZ4EOWOH9V&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGC9GYEBH3GZ4E.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"POCO M4 5G (Cool Blue, 64 GB)  (4 GB RAM)","₹11,999",4.2,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor,Cool Blue,M4 5G,16.71 cm (6.58 inch),Full HD+ Display,2400 x 1080 Pixels,Android 12,Mediatek Dimensity 700,4 GB,64 GB,https://www.flipkart.com/poco-m4-5g-cool-blue-64-gb/p/itm7b27dd2f5da7e?pid=MOBGDRGPD6YGVHXZ&lid=LSTMOBGDRGPD6YGVHXZXRTTHJ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGDRGPD6YGVHXZ.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"Infinix SMART 7 (Emerald Green, 64 GB)  (4 GB RAM)","₹7,499",4.2,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,Emerald Green,SMART 7,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,Unisoc Spreadtrum SC9863A1,4 GB,64 GB,https://www.flipkart.com/infinix-smart-7-emerald-green-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2HFCMQY35&lid=LSTMOBGMTW2HFCMQY35R7FJQZ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGMTW2HFCMQY35.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"MOTOROLA G32 (Mineral Gray, 128 GB)  (8 GB RAM)","₹11,999",4,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Mineral Gray,G32,16.64 cm (6.55 inch),Full HD+ LCD Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,8 GB,128 GB,https://www.flipkart.com/motorola-g32-mineral-gray-128-gb/p/itm6061450cb40ac?pid=MOBGM2EHJUTMXMFV&lid=LSTMOBGM2EHJUTMXMFVL5MPKC&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGM2EHJUTMXMFV.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
