Product Name,Price,Ratings,camera_details,battery_details,Processor,product_color,model_name,display_size,display_type,resolution,operating_system,processor_type,ram_size,internal_storage,Product_Url
"realme C55 (Rainy Night, 128 GB)  (8 GB RAM)","₹13,999",4.4,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,Rainy Night,C55,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixels,Android 13,Helio G88,8 GB,128 GB,https://www.flipkart.com/realme-c55-rainy-night-128-gb/p/itm054283d14c56e?pid=MOBGNBYJZJEHR4QN&lid=LSTMOBGNBYJZJEHR4QNO7O0KI&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGNBYJZJEHR4QN.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme C55 (Sunshower, 128 GB)  (8 GB RAM)","₹13,999",4.4,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,Sunshower,C55,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixels,Android 13,Helio G88,8 GB,128 GB,https://www.flipkart.com/realme-c55-sunshower-128-gb/p/itm054283d14c56e?pid=MOBGNBYJUA2G5HK4&lid=LSTMOBGNBYJUA2G5HK40FPVVJ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGNBYJUA2G5HK4.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"POCO C50 (Country Green, 32 GB)  (3 GB RAM)","₹6,549",4.1,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",Country Green,C50,16.56 cm (6.52 inch),HD+ Scratch Resistant Display,1600 x 720 Pixels,Android 12 Go,"Mediatek Helio A22 Processor, Upto 2.0 GHz",3 GB,32 GB,https://www.flipkart.com/poco-c50-country-green-32-gb/p/itma1fd4c176db79?pid=MOBGK8WZAFFKHXRC&lid=LSTMOBGK8WZAFFKHXRCZKOFDZ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGK8WZAFFKHXRC.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme C55 (Sunshower, 64 GB)  (6 GB RAM)","₹11,999",4.4,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,Sunshower,C55,17.07 cm (6.72 inch),LCD,2400 x 1080 Pixels,Android 13,Helio G88,6 GB,64 GB,https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJDJ5YBVGQ&lid=LSTMOBGNBYJDJ5YBVGQ8JESXS&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGNBYJDJ5YBVGQ.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme C55 (Sunshower, 64 GB)  (4 GB RAM)","₹10,999",4.4,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,Sunshower,C55,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixels,Android 13,Helio G88,4 GB,64 GB,https://www.flipkart.com/realme-c55-sunshower-64-gb/p/itm054283d14c56e?pid=MOBGNBYJCXN6WRB3&lid=LSTMOBGNBYJCXN6WRB3NDXTAJ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGNBYJCXN6WRB3.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme C55 (Rainy Night, 64 GB)  (4 GB RAM)","₹10,999",4.4,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,Rainy Night,C55,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixels,Android 13,Helio G88,4 GB,64 GB,https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJXR9BTBFT&lid=LSTMOBGNBYJXR9BTBFTO9NHKK&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGNBYJXR9BTBFT.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme C55 (Rainy Night, 64 GB)  (6 GB RAM)","₹11,999",4.4,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G88 Processor,Rainy Night,C55,17.07 cm (6.72 inch),Full HD+ LCD Display,2400 x 1080 Pixels,Android 13,Helio G88,6 GB,64 GB,https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJVHS63AAY&lid=LSTMOBGNBYJVHS63AAY2TVRIY&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGNBYJVHS63AAY.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"POCO C55 (Power Black, 64 GB)  (4 GB RAM)","₹8,499",4.2,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Power Black,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,4 GB,64 GB,https://www.flipkart.com/poco-c55-power-black-64-gb/p/itme567bcd596fe9?pid=MOBGMXSW9PHJVQCA&lid=LSTMOBGMXSW9PHJVQCAFSO8NV&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGMXSW9PHJVQCA.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"REDMI 10 (Pacific Blue, 64 GB)  (4 GB RAM)","₹9,999",4.3,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Pacific Blue,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,4 GB,64 GB,https://www.flipkart.com/redmi-10-pacific-blue-64-gb/p/itm0f2a6a2112b75?pid=MOBGC9GYCHQZK9GW&lid=LSTMOBGC9GYCHQZK9GWAF1RPC&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGC9GYCHQZK9GW.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"REDMI 10 (Midnight Black, 128 GB)  (6 GB RAM)","₹11,499",4.2,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,Midnight Black,10,17.02 cm (6.7 inch),HD+ IPS LCD,1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,6 GB,128 GB,https://www.flipkart.com/redmi-10-midnight-black-128-gb/p/itm68b3d276eda8c?pid=MOBGC9GYX2QQXKWK&lid=LSTMOBGC9GYX2QQXKWKH9UCNR&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGC9GYX2QQXKWK.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme 10 Pro+ 5G (Nebula Blue, 256 GB)  (8 GB RAM)","₹27,999",4.5,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor,Nebula Blue,10 Pro+ 5G,17.02 cm (6.7 inch),Full HD+ AMOLED Display,2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,8 GB,256 GB,https://www.flipkart.com/realme-10-pro-5g-nebula-blue-256-gb/p/itmd32a2fec1fb60?pid=MOBGK8WZGUYGQJ3E&lid=LSTMOBGK8WZGUYGQJ3EK9TN3Q&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGK8WZGUYGQJ3E.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme 10 Pro+ 5G (Nebula Blue, 128 GB)  (8 GB RAM)","₹25,999",4.5,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 1080 5G Processor,Nebula Blue,10 Pro+ 5G,17.02 cm (6.7 inch),Full HD+ AMOLED Display,2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,8 GB,128 GB,https://www.flipkart.com/realme-10-pro-5g-nebula-blue-128-gb/p/itmd32a2fec1fb60?pid=MOBGK8WZWEXQSZSV&lid=LSTMOBGK8WZWEXQSZSVQZSA7D&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGK8WZWEXQSZSV.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"MOTOROLA e40 (Carbon Gray, 64 GB)  (4 GB RAM)","₹8,499",4.2,48MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,UNISOC T700 Processor,Carbon Gray,e40,16.51 cm (6.5 inch),HD+IPS LCD MaxVision,1600 x 720 Pixels,Android 11,UNISOC T700,4 GB,64 GB,https://www.flipkart.com/motorola-e40-carbon-gray-64-gb/p/itm0ca635007c9e2?pid=MOBG2EMWUMUFGSZE&lid=LSTMOBG2EMWUMUFGSZEJNGZMU&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBG2EMWUMUFGSZE.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"MOTOROLA G62 5G (Midnight Gray, 128 GB)  (6 GB RAM)","₹15,499",4.2,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor,Midnight Gray,G62 5G,16.64 cm (6.55 inch),Full HD+ Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 695 5G,6 GB,128 GB,https://www.flipkart.com/motorola-g62-5g-midnight-gray-128-gb/p/itm37da299ffb2d0?pid=MOBGEDT5ZZMZQZSJ&lid=LSTMOBGEDT5ZZMZQZSJFXDZSQ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGEDT5ZZMZQZSJ.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"realme C35 (Glowing Black, 64 GB)  (4 GB RAM)","₹11,999",4.4,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,Glowing Black,C35,16.76 cm (6.6 inch),Full HD+ LCD,2408 x 1080 Pixels,Android 11,Unisoc Tiger T616,4 GB,64 GB,https://www.flipkart.com/realme-c35-glowing-black-64-gb/p/itmafb045222b2cf?pid=MOBGBTHFDQXQEGNS&lid=LSTMOBGBTHFDQXQEGNSZWXHXJ&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGBTHFDQXQEGNS.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"Infinix HOT 30i (Glacier Blue, 64 GB)  (4 GB RAM)","₹8,399",4.3,50MP + AI Lens | 5MP Front Camera,5000 mAh Battery,G37 Processor,Glacier Blue,HOT 30i,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,G37,4 GB,64 GB,https://www.flipkart.com/infinix-hot-30i-glacier-blue-64-gb/p/itm8b42a43b35895?pid=MOBGNPK2BBNPWJYR&lid=LSTMOBGNPK2BBNPWJYRIQDVWM&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGNPK2BBNPWJYR.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"Infinix SMART 7 (Azure Blue, 64 GB)  (4 GB RAM)","₹7,499",4.2,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,Azure Blue,SMART 7,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,Unisoc Spreadtrum SC9863A1,4 GB,64 GB,https://www.flipkart.com/infinix-smart-7-azure-blue-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2WYG2A2FM&lid=LSTMOBGMTW2WYG2A2FMAZGXKU&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGMTW2WYG2A2FM.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"Infinix SMART 7 (Night Black, 64 GB)  (4 GB RAM)","₹7,499",4.2,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,Night Black,SMART 7,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,Unisoc Spreadtrum SC9863A1,4 GB,64 GB,https://www.flipkart.com/infinix-smart-7-night-black-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2T7W2UPB9&lid=LSTMOBGMTW2T7W2UPB99HTRS1&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGMTW2T7W2UPB9.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"POCO C55 (Power Black, 128 GB)  (6 GB RAM)","₹9,999",4.2,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Power Black,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB,https://www.flipkart.com/poco-c55-power-black-128-gb/p/itm52dfc91751293?pid=MOBGMXSWPMRNGVGW&lid=LSTMOBGMXSWPMRNGVGWUDX773&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=e819328b-e9a0-41ad-8aa5-fb3b26f08a8b.MOBGMXSWPMRNGVGW.SEARCH&ppt=None&ppn=None&ssid=v9hmjo1stc0000001682270281391&qH=1036ba3c4ed2c021
"Infinix SMART 7 (Night Black, 64 GB)  (4 GB RAM)","₹7,499",4.2,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,Night Black,SMART 7,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,Unisoc Spreadtrum SC9863A1,4 GB,64 GB,https://www.flipkart.com/infinix-smart-7-night-black-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2T7W2UPB9&lid=LSTMOBGMTW2T7W2UPB99HTRS1&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_49&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGMTW2T7W2UPB9.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"Infinix SMART 7 (Azure Blue, 64 GB)  (4 GB RAM)","₹7,499",4.2,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,Azure Blue,SMART 7,16.76 cm (6.6 inch),HD+ IPS Display,1612 x 720 Pixels,Android 12,Unisoc Spreadtrum SC9863A1,4 GB,64 GB,https://www.flipkart.com/infinix-smart-7-azure-blue-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2WYG2A2FM&lid=LSTMOBGMTW2WYG2A2FMAZGXKU&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_50&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGMTW2WYG2A2FM.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"APPLE iPhone 13 (Green, 128 GB)","₹61,999",4.7,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,NO value available,Green,iPhone 13,15.49 cm (6.1 inch),Super Retina XDR Display,2532 x 1170 Pixels,iOS 15,A15 Bionic Chip,No value available,128 GB,https://www.flipkart.com/apple-iphone-13-green-128-gb/p/itm18a55937b2607?pid=MOBGC9VGSU9DWGJZ&lid=LSTMOBGC9VGSU9DWGJZ0Q1T8E&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_51&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGC9VGSU9DWGJZ.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"POCO C55 (Power Black, 128 GB)  (6 GB RAM)","₹9,999",4.2,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,Power Black,C55,17.04 cm (6.71 inch),No value available,1650 x 720 Pixels,Android 12,Mediatek Helio G85,6 GB,128 GB,https://www.flipkart.com/poco-c55-power-black-128-gb/p/itm52dfc91751293?pid=MOBGMXSWPMRNGVGW&lid=LSTMOBGMXSWPMRNGVGWUDX773&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_52&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGMXSWPMRNGVGW.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"APPLE iPhone 13 (Midnight, 128 GB)","₹61,999",4.7,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,NO value available,Midnight,iPhone 13,15.49 cm (6.1 inch),Super Retina XDR Display,2532 x 1170 Pixels,iOS 15,A15 Bionic Chip,No value available,128 GB,https://www.flipkart.com/apple-iphone-13-midnight-128-gb/p/itmca361aab1c5b0?pid=MOBG6VF5Q82T3XRS&lid=LSTMOBG6VF5Q82T3XRSOXJLM9&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_53&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBG6VF5Q82T3XRS.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"MOTOROLA G62 5G (Midnight Gray, 128 GB)  (8 GB RAM)","₹16,499",4.1,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor,Midnight Gray,G62 5G,16.64 cm (6.55 inch),Full HD+ Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 695 5G,8 GB,128 GB,https://www.flipkart.com/motorola-g62-5g-midnight-gray-128-gb/p/itm88e51821facb9?pid=MOBGEDT83FAAATHZ&lid=LSTMOBGEDT83FAAATHZIGYOEL&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_54&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGEDT83FAAATHZ.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"MOTOROLA G32 (Satin Silver, 128 GB)  (8 GB RAM)","₹11,999",4,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor,Satin Silver,G32,16.64 cm (6.55 inch),Full HD+ LCD Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,8 GB,128 GB,https://www.flipkart.com/motorola-g32-satin-silver-128-gb/p/itm8e7224d29bfc6?pid=MOBGM2EHGUNGDDQR&lid=LSTMOBGM2EHGUNGDDQRKIBLDP&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_55&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGM2EHGUNGDDQR.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"realme C35 (Glowing Black, 128 GB)  (6 GB RAM)","₹13,999",4.3,50MP + 2MP + 0.3MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Unisoc Tiger T616 Processor,Glowing Black,C35,16.76 cm (6.6 inch),Full HD+ LCD,2408 x 1080 Pixels,Android 11,Unisoc Tiger T616,6 GB,128 GB,https://www.flipkart.com/realme-c35-glowing-black-128-gb/p/itmafb045222b2cf?pid=MOBGFJ35DCSRJU2K&lid=LSTMOBGFJ35DCSRJU2KCAUA0K&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_56&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGFJ35DCSRJU2K.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)  (4 GB RAM)","₹10,999",4.4,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,Sunrise Copper,Galaxy F13,16.76 cm (6.6 inch),Full HD+,2408 x 1080 Pixels,Android 12,Exynos 850,4 GB,64 GB,https://www.flipkart.com/samsung-galaxy-f13-sunrise-copper-64-gb/p/itm0d8c65ec17621?pid=MOBGENJWWRYSFC5P&lid=LSTMOBGENJWWRYSFC5P0ONQMC&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_57&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGENJWWRYSFC5P.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"POCO M4 Pro (Power Black, 128 GB)  (8 GB RAM)","₹13,999",4.3,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor,Power Black,M4 Pro,16.33 cm (6.43 inch),Full HD+ AMOLED Display,2400 x 1080 Pixels,Android 11,Mediatek Helio G96,8 GB,128 GB,https://www.flipkart.com/poco-m4-pro-power-black-128-gb/p/itm084d4c7d880f3?pid=MOBGBTHFNDZUUYRH&lid=LSTMOBGBTHFNDZUUYRHYMVOAP&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_58&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGBTHFNDZUUYRH.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
"POCO X5 Pro 5G (Horizon Blue, 256 GB)  (8 GB RAM)","₹24,999",4.3,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor,Horizon Blue,X5 Pro 5G,16.94 cm (6.67 inch),Full HD+ OLED Display,2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G,8 GB,256 GB,https://www.flipkart.com/poco-x5-pro-5g-horizon-blue-256-gb/p/itm7d7b6b78895bc?pid=MOBGMDKQ2NHTBHJM&lid=LSTMOBGMDKQ2NHTBHJMQ7AMXN&marketplace=FLIPKART&q=smartphone&store=tyy%2F4io&srno=s_3_59&otracker=search&otracker1=search&fm=organic&iid=03ae2a36-42e2-45a2-ac47-fa159add6f82.MOBGMDKQ2NHTBHJM.SEARCH&ppt=None&ppn=None&ssid=nsuvytol9s0000001682270321520&qH=1036ba3c4ed2c021
